time,lat,lon,alt,speed,climb,track,mode
2025-12-09T02:42:57.300Z,37.498676426,-121.949930993,21.1602,0.009,-0.011,20.8451,3
2025-12-09T02:42:57.300Z,37.498676426,-121.949930993,21.1602,0.009,-0.011,20.8451,3
2025-12-09T02:42:57.400Z,37.498676519,-121.949931113,21.1467,0.02,-0.015,224.6969,3
2025-12-09T02:42:57.400Z,37.498676519,-121.949931113,21.1467,0.02,-0.015,224.6969,3
2025-12-09T02:42:57.500Z,37.498676594,-121.949931077,21.1358,0.0,0.0,0.0,3
2025-12-09T02:42:57.500Z,37.498676594,-121.949931077,21.1358,0.0,0.0,0.0,3
2025-12-09T02:42:57.600Z,37.498676641,-121.949931136,21.1291,0.022,-0.012,354.4217,3
2025-12-09T02:42:57.700Z,37.498676741,-121.949931041,21.131,0.018,-0.008,69.211,3
2025-12-09T02:42:57.700Z,37.498676741,-121.949931041,21.131,0.018,-0.008,69.211,3
2025-12-09T02:42:57.800Z,37.498676817,-121.949931004,21.12,0.028,-0.014,325.8792,3
2025-12-09T02:42:57.800Z,37.498676817,-121.949931004,21.12,0.028,-0.014,325.8792,3
2025-12-09T02:42:57.900Z,37.49867677,-121.949930945,21.1268,0.02,-0.015,224.6969,3
2025-12-09T02:42:58.000Z,37.498676817,-121.949931004,21.12,0.014,-0.018,351.1979,3
2025-12-09T02:42:58.100Z,37.498676917,-121.949930908,21.1219,0.028,-0.014,325.8792,3
2025-12-09T02:42:58.200Z,37.498676917,-121.949930908,21.1219,0.015,-0.016,146.1395,3
2025-12-09T02:42:58.200Z,37.498676917,-121.949930908,21.1219,0.015,-0.016,146.1395,3
2025-12-09T02:42:58.300Z,37.498677018,-121.949930812,21.1238,0.051,-0.005,34.3928,3
2025-12-09T02:42:58.300Z,37.498677018,-121.949930812,21.1238,0.051,-0.005,34.3928,3
2025-12-09T02:42:58.400Z,37.498676964,-121.949930968,21.1152,0.035,-0.01,209.2975,3
2025-12-09T02:42:58.400Z,37.498676964,-121.949930968,21.1152,0.035,-0.01,209.2975,3
2025-12-09T02:42:58.500Z,37.498676993,-121.949930872,21.111,0.017,-0.014,95.0211,3
2025-12-09T02:42:58.500Z,37.498676993,-121.949930872,21.111,0.017,-0.014,95.0211,3
2025-12-09T02:42:58.600Z,37.498677018,-121.949930812,21.1238,0.0,0.0,0.0,3
2025-12-09T02:42:58.600Z,37.498677018,-121.949930812,21.1238,0.0,0.0,0.0,3
2025-12-09T02:42:58.700Z,37.498677047,-121.949930717,21.1196,0.008,-0.006,180.0,3
2025-12-09T02:42:58.700Z,37.498677047,-121.949930717,21.1196,0.008,-0.006,180.0,3
2025-12-09T02:42:58.800Z,37.498676971,-121.949930753,21.1305,0.028,-0.004,217.2586,3
2025-12-09T02:42:58.800Z,37.498676971,-121.949930753,21.1305,0.028,-0.004,217.2586,3
2025-12-09T02:42:58.900Z,37.498677,-121.949930657,21.1263,0.008,-0.006,180.0,3
2025-12-09T02:42:58.900Z,37.498677,-121.949930657,21.1263,0.008,-0.006,180.0,3
2025-12-09T02:42:59.000Z,37.498677072,-121.949930657,21.1324,0.007,-0.007,314.3068,3
2025-12-09T02:42:59.000Z,37.498677072,-121.949930657,21.1324,0.007,-0.007,314.3068,3
2025-12-09T02:42:59.100Z,37.498677101,-121.949930561,21.1282,0.014,-0.001,338.002,3
2025-12-09T02:42:59.100Z,37.498677101,-121.949930561,21.1282,0.014,-0.001,338.002,3
2025-12-09T02:42:59.300Z,37.498677201,-121.949930465,21.1301,0.024,0.004,67.5223,3
2025-12-09T02:42:59.300Z,37.498677201,-121.949930465,21.1301,0.024,0.004,67.5223,3
2025-12-09T02:42:59.400Z,37.498677126,-121.949930501,21.141,0.025,0.019,233.6674,3
2025-12-09T02:42:59.400Z,37.498677126,-121.949930501,21.141,0.025,0.019,233.6674,3
2025-12-09T02:42:59.500Z,37.498677033,-121.949930381,21.1545,0.059,0.024,137.3225,3
2025-12-09T02:42:59.500Z,37.498677033,-121.949930381,21.1545,0.059,0.024,137.3225,3
2025-12-09T02:42:59.600Z,37.498676986,-121.949930321,21.1612,0.022,0.02,134.3068,3
2025-12-09T02:42:59.600Z,37.498676986,-121.949930321,21.1612,0.022,0.02,134.3068,3
2025-12-09T02:42:59.700Z,37.498676986,-121.949930321,21.1612,0.027,0.014,303.2398,3
2025-12-09T02:42:59.700Z,37.498676986,-121.949930321,21.1612,0.027,0.014,303.2398,3
2025-12-09T02:42:59.800Z,37.498676893,-121.949930202,21.1747,0.011,0.02,102.7604,3
2025-12-09T02:42:59.800Z,37.498676893,-121.949930202,21.1747,0.011,0.02,102.7604,3
2025-12-09T02:42:59.900Z,37.498676847,-121.949930142,21.1814,0.006,0.013,62.3834,3
2025-12-09T02:42:59.900Z,37.498676847,-121.949930142,21.1814,0.006,0.013,62.3834,3
2025-12-09T02:43:00.000Z,37.4986768,-121.949930082,21.1882,0.016,0.012,0.0,3
2025-12-09T02:43:00.000Z,37.4986768,-121.949930082,21.1882,0.016,0.012,0.0,3
2025-12-09T02:43:00.100Z,37.498676778,-121.949929962,21.2077,0.023,0.008,286.6465,3
2025-12-09T02:43:00.100Z,37.498676778,-121.949929962,21.2077,0.023,0.008,286.6465,3
2025-12-09T02:43:00.200Z,37.498676631,-121.949929998,21.2126,0.023,0.009,210.8634,3
2025-12-09T02:43:00.200Z,37.498676631,-121.949929998,21.2126,0.023,0.009,210.8634,3
2025-12-09T02:43:00.300Z,37.498676635,-121.949929962,21.1955,0.043,-0.006,350.1397,3
2025-12-09T02:43:00.300Z,37.498676635,-121.949929962,21.1955,0.043,-0.006,350.1397,3
2025-12-09T02:43:00.400Z,37.498676585,-121.949929939,21.2193,0.035,0.012,167.9381,3
2025-12-09T02:43:00.400Z,37.498676585,-121.949929939,21.2193,0.035,0.012,167.9381,3
2025-12-09T02:43:00.500Z,37.498676567,-121.949929783,21.2218,0.041,0.019,110.4464,3
2025-12-09T02:43:00.500Z,37.498676567,-121.949929783,21.2218,0.041,0.019,110.4464,3
2025-12-09T02:43:00.600Z,37.498676542,-121.949929843,21.209,0.029,0.005,175.92,3
2025-12-09T02:43:00.600Z,37.498676542,-121.949929843,21.209,0.029,0.005,175.92,3
2025-12-09T02:43:00.700Z,37.498676521,-121.949929723,21.2286,0.027,0.016,116.742,3
2025-12-09T02:43:00.700Z,37.498676521,-121.949929723,21.2286,0.027,0.016,116.742,3
2025-12-09T02:43:00.800Z,37.498676496,-121.949929783,21.2157,0.022,0.005,345.8776,3
2025-12-09T02:43:00.800Z,37.498676496,-121.949929783,21.2157,0.022,0.005,345.8776,3
2025-12-09T02:43:00.900Z,37.49867642,-121.949929819,21.2267,0.01,0.01,299.0463,3
2025-12-09T02:43:00.900Z,37.49867642,-121.949929819,21.2267,0.01,0.01,299.0463,3
2025-12-09T02:43:01.000Z,37.498676449,-121.949929723,21.2225,0.033,0.0,67.9843,3
2025-12-09T02:43:01.000Z,37.498676449,-121.949929723,21.2225,0.033,0.0,67.9843,3
2025-12-09T02:43:01.100Z,37.498676449,-121.949929723,21.2225,0.041,0.0,307.1882,3
2025-12-09T02:43:01.100Z,37.498676449,-121.949929723,21.2225,0.041,0.0,307.1882,3
2025-12-09T02:43:01.300Z,37.498676449,-121.949929723,21.2225,0.042,-0.002,338.002,3
2025-12-09T02:43:01.300Z,37.498676449,-121.949929723,21.2225,0.042,-0.002,338.002,3
2025-12-09T02:43:01.400Z,37.498676424,-121.949929783,21.2097,0.023,-0.009,30.8634,3
2025-12-09T02:43:01.400Z,37.498676424,-121.949929783,21.2097,0.023,-0.009,30.8634,3
2025-12-09T02:43:01.500Z,37.498676424,-121.949929783,21.2097,0.01,-0.01,119.0463,3
2025-12-09T02:43:01.500Z,37.498676424,-121.949929783,21.2097,0.01,-0.01,119.0463,3
2025-12-09T02:43:01.600Z,37.498676424,-121.949929783,21.2097,0.029,-0.005,355.92,3
2025-12-09T02:43:01.600Z,37.498676424,-121.949929783,21.2097,0.029,-0.005,355.92,3
2025-12-09T02:43:01.700Z,37.498676428,-121.949929747,21.1926,0.011,-0.02,282.7604,3
2025-12-09T02:43:01.700Z,37.498676428,-121.949929747,21.1926,0.011,-0.02,282.7604,3
2025-12-09T02:43:01.800Z,37.498676428,-121.949929747,21.1926,0.033,-0.01,11.071,3
2025-12-09T02:43:01.800Z,37.498676428,-121.949929747,21.1926,0.033,-0.01,11.071,3
2025-12-09T02:43:01.900Z,37.498676332,-121.949929807,21.1737,0.008,-0.023,156.8837,3
2025-12-09T02:43:02.000Z,37.498676332,-121.949929807,21.1737,0.009,-0.011,20.8451,3
2025-12-09T02:43:02.000Z,37.498676332,-121.949929807,21.1737,0.009,-0.011,20.8451,3
2025-12-09T02:43:02.300Z,37.498676307,-121.949929866,21.1609,0.024,-0.018,180.0,3
2025-12-09T02:43:02.300Z,37.498676307,-121.949929866,21.1609,0.024,-0.018,180.0,3
2025-12-09T02:43:02.400Z,37.498676358,-121.94992989,21.1372,0.025,-0.022,280.1034,3
2025-12-09T02:43:02.400Z,37.498676358,-121.94992989,21.1372,0.025,-0.022,280.1034,3
2025-12-09T02:43:02.500Z,37.498676282,-121.949929926,21.1481,0.033,0.0,247.9843,3
2025-12-09T02:43:02.600Z,37.498676286,-121.94992989,21.1311,0.026,-0.016,14.4936,3
2025-12-09T02:43:02.600Z,37.498676286,-121.94992989,21.1311,0.026,-0.016,14.4936,3
2025-12-09T02:43:02.700Z,37.498676362,-121.949929854,21.1201,0.044,-0.017,124.1734,3
2025-12-09T02:43:02.700Z,37.498676362,-121.949929854,21.1201,0.044,-0.017,124.1734,3
2025-12-09T02:43:02.800Z,37.498676337,-121.949929914,21.1073,0.023,-0.009,30.8634,3
2025-12-09T02:43:02.800Z,37.498676337,-121.949929914,21.1073,0.023,-0.009,30.8634,3
2025-12-09T02:43:03.000Z,37.498676316,-121.949929938,21.0775,0.023,-0.008,106.6465,3
2025-12-09T02:43:03.000Z,37.498676316,-121.949929938,21.0775,0.023,-0.008,106.6465,3
2025-12-09T02:43:03.300Z,37.498676295,-121.949929961,21.0477,0.02,-0.015,224.6969,3
2025-12-09T02:43:03.300Z,37.498676295,-121.949929961,21.0477,0.02,-0.015,224.6969,3
2025-12-09T02:43:03.400Z,37.498676253,-121.949929865,21.0374,0.016,-0.015,45.1735,3
2025-12-09T02:43:03.400Z,37.498676253,-121.949929865,21.0374,0.016,-0.015,45.1735,3
2025-12-09T02:43:03.500Z,37.498676375,-121.949929889,21.0197,0.034,-0.025,338.2675,3
2025-12-09T02:43:03.500Z,37.498676375,-121.949929889,21.0197,0.034,-0.025,338.2675,3
2025-12-09T02:43:03.600Z,37.498676261,-121.949929793,21.0033,0.012,-0.027,110.0382,3
2025-12-09T02:43:03.600Z,37.498676261,-121.949929793,21.0033,0.012,-0.027,110.0382,3
2025-12-09T02:43:03.600Z,37.498676261,-121.949929793,21.0033,0.012,-0.027,110.0382,3
2025-12-09T02:43:03.700Z,37.498676261,-121.949929793,21.0033,0.026,-0.019,86.1113,3
2025-12-09T02:43:03.700Z,37.498676261,-121.949929793,21.0033,0.026,-0.019,86.1113,3
2025-12-09T02:43:03.800Z,37.498676236,-121.949929853,20.9905,0.048,-0.018,220.3174,3
2025-12-09T02:43:03.800Z,37.498676236,-121.949929853,20.9905,0.048,-0.018,220.3174,3
2025-12-09T02:43:03.900Z,37.49867624,-121.949929817,20.9735,0.025,-0.019,53.6674,3
2025-12-09T02:43:03.900Z,37.49867624,-121.949929817,20.9735,0.025,-0.019,53.6674,3
2025-12-09T02:43:04.000Z,37.498676244,-121.949929781,20.9565,0.015,-0.016,146.1395,3
2025-12-09T02:43:04.000Z,37.498676244,-121.949929781,20.9565,0.015,-0.016,146.1395,3
2025-12-09T02:43:04.100Z,37.498676248,-121.949929745,20.9395,0.021,-0.025,71.1202,3
2025-12-09T02:43:04.100Z,37.498676248,-121.949929745,20.9395,0.021,-0.025,71.1202,3
2025-12-09T02:43:04.300Z,37.498676181,-121.949929708,20.9164,0.024,-0.027,135.6478,3
2025-12-09T02:43:04.300Z,37.498676181,-121.949929708,20.9164,0.024,-0.027,135.6478,3
2025-12-09T02:43:04.400Z,37.498676227,-121.949929768,20.9096,0.014,-0.018,351.1979,3
2025-12-09T02:43:04.400Z,37.498676227,-121.949929768,20.9096,0.014,-0.018,351.1979,3
2025-12-09T02:43:04.500Z,37.498676278,-121.949929792,20.8859,0.006,-0.024,339.5187,3
2025-12-09T02:43:04.500Z,37.498676278,-121.949929792,20.8859,0.006,-0.024,339.5187,3
2025-12-09T02:43:04.600Z,37.498676257,-121.949929816,20.856,0.022,-0.039,282.7604,3
2025-12-09T02:43:04.600Z,37.498676257,-121.949929816,20.856,0.022,-0.039,282.7604,3
2025-12-09T02:43:04.700Z,37.498676286,-121.94992972,20.8518,0.047,-0.028,42.8128,3
2025-12-09T02:43:04.700Z,37.498676286,-121.94992972,20.8518,0.047,-0.028,42.8128,3
2025-12-09T02:43:04.800Z,37.49867629,-121.949929684,20.8348,0.037,-0.034,314.3068,3
2025-12-09T02:43:04.800Z,37.49867629,-121.949929684,20.8348,0.037,-0.034,314.3068,3
2025-12-09T02:43:04.900Z,37.498676219,-121.949929684,20.8287,0.045,-0.024,173.2684,3
2025-12-09T02:43:04.900Z,37.498676219,-121.949929684,20.8287,0.045,-0.024,173.2684,3
2025-12-09T02:43:05.000Z,37.498676223,-121.949929648,20.8117,0.02,-0.024,338.454,3
2025-12-09T02:43:05.000Z,37.498676223,-121.949929648,20.8117,0.02,-0.024,338.454,3
2025-12-09T02:43:05.100Z,37.498676227,-121.949929611,20.7947,0.008,-0.023,156.8837,3
2025-12-09T02:43:05.100Z,37.498676227,-121.949929611,20.7947,0.008,-0.023,156.8837,3
2025-12-09T02:43:11.900Z,37.498677374,-121.949928724,19.4789,0.003,-0.03,222.1847,3
2025-12-09T02:43:11.900Z,37.498677374,-121.949928724,19.4789,0.003,-0.03,222.1847,3
2025-12-09T02:43:12.000Z,37.498677378,-121.949928688,19.4619,0.034,-0.024,57.7863,3
2025-12-09T02:43:12.000Z,37.498677378,-121.949928688,19.4619,0.034,-0.024,57.7863,3
2025-12-09T02:43:12.100Z,37.49867731,-121.949928652,19.4388,0.006,-0.024,339.5187,3
2025-12-09T02:43:12.100Z,37.49867731,-121.949928652,19.4388,0.006,-0.024,339.5187,3
2025-12-09T02:43:12.300Z,37.498677361,-121.949928676,19.415,0.027,-0.033,20.8451,3
2025-12-09T02:43:12.300Z,37.498677361,-121.949928676,19.415,0.027,-0.033,20.8451,3
2025-12-09T02:43:12.400Z,37.498677318,-121.94992858,19.4047,0.025,-0.026,36.6416,3
2025-12-09T02:43:12.400Z,37.498677318,-121.94992858,19.4047,0.025,-0.026,36.6416,3
2025-12-09T02:43:12.500Z,37.498677251,-121.949928544,19.3816,0.02,-0.032,92.9472,3
2025-12-09T02:43:12.500Z,37.498677251,-121.949928544,19.3816,0.02,-0.032,92.9472,3
2025-12-09T02:43:12.600Z,37.498677302,-121.949928567,19.3579,0.041,-0.036,346.72,3
2025-12-09T02:43:12.600Z,37.498677302,-121.949928567,19.3579,0.041,-0.036,346.72,3
2025-12-09T02:43:12.700Z,37.498677234,-121.949928531,19.3348,0.006,-0.034,81.9275,3
2025-12-09T02:43:12.700Z,37.498677234,-121.949928531,19.3348,0.006,-0.034,81.9275,3
2025-12-09T02:43:12.900Z,37.498677196,-121.949928399,19.3075,0.019,-0.021,119.0463,3
2025-12-09T02:43:13.000Z,37.498677146,-121.949928519,19.2818,0.012,-0.026,242.3834,3
2025-12-09T02:43:13.000Z,37.498677146,-121.949928519,19.2818,0.012,-0.026,242.3834,3
2025-12-09T02:43:13.100Z,37.498677125,-121.949928543,19.252,0.021,-0.021,245.3308,3
2025-12-09T02:43:13.300Z,37.498677122,-121.949928722,19.2196,0.033,-0.018,271.9519,3
2025-12-09T02:43:13.400Z,37.498677219,-121.949928806,19.1891,0.034,-0.023,300.4615,3
2025-12-09T02:43:13.400Z,37.498677219,-121.949928806,19.1891,0.034,-0.023,300.4615,3
2025-12-09T02:43:13.500Z,37.498677152,-121.94992877,19.166,0.032,-0.024,180.0,3
2025-12-09T02:43:13.500Z,37.498677152,-121.94992877,19.166,0.032,-0.024,180.0,3
2025-12-09T02:43:13.600Z,37.498677131,-121.949928793,19.1362,0.041,-0.031,26.4484,3
2025-12-09T02:43:13.600Z,37.498677131,-121.949928793,19.1362,0.041,-0.031,26.4484,3
2025-12-09T02:43:13.700Z,37.498677106,-121.949928853,19.1234,0.013,-0.03,325.5759,3
2025-12-09T02:43:13.700Z,37.498677106,-121.949928853,19.1234,0.013,-0.03,325.5759,3
2025-12-09T02:43:13.800Z,37.498677013,-121.949928877,19.0875,0.008,-0.037,291.0871,3
2025-12-09T02:43:13.800Z,37.498677013,-121.949928877,19.0875,0.008,-0.037,291.0871,3
2025-12-09T02:43:13.900Z,37.498677035,-121.949928997,19.0679,0.006,-0.034,81.9275,3
2025-12-09T02:43:13.900Z,37.498677035,-121.949928997,19.0679,0.006,-0.034,81.9275,3
2025-12-09T02:43:14.000Z,37.498677035,-121.949928997,19.0679,0.049,-0.013,345.1062,3
2025-12-09T02:43:14.000Z,37.498677035,-121.949928997,19.0679,0.049,-0.013,345.1062,3
2025-12-09T02:43:14.100Z,37.498676947,-121.949928984,19.015,0.056,-0.026,183.2643,3
2025-12-09T02:43:14.100Z,37.498676947,-121.949928984,19.015,0.056,-0.026,183.2643,3
2025-12-09T02:43:14.300Z,37.498677055,-121.949928816,18.9828,0.077,-0.042,42.3098,3
2025-12-09T02:43:14.400Z,37.498676908,-121.949928852,18.9877,0.054,-0.025,214.8438,3
2025-12-09T02:43:14.400Z,37.498676908,-121.949928852,18.9877,0.054,-0.025,214.8438,3
2025-12-09T02:43:14.500Z,37.498677009,-121.949928756,18.9896,0.015,-0.038,74.4898,3
2025-12-09T02:43:14.500Z,37.498677009,-121.949928756,18.9896,0.015,-0.038,74.4898,3
2025-12-09T02:43:14.600Z,37.498676958,-121.949928732,19.0133,0.034,-0.023,300.4615,3
2025-12-09T02:43:14.600Z,37.498676958,-121.949928732,19.0133,0.034,-0.023,300.4615,3
2025-12-09T02:43:14.700Z,37.49867684,-121.949928673,19.0139,0.047,-0.029,208.5327,3
2025-12-09T02:43:14.700Z,37.49867684,-121.949928673,19.0139,0.047,-0.029,208.5327,3
2025-12-09T02:43:14.800Z,37.498676878,-121.949928661,19.0906,0.052,-0.016,255.0979,3
2025-12-09T02:43:14.800Z,37.498676878,-121.949928661,19.0906,0.052,-0.016,255.0979,3
2025-12-09T02:43:14.900Z,37.498676891,-121.94992871,19.1545,0.021,-0.007,329.909,3
2025-12-09T02:43:14.900Z,37.498676891,-121.94992871,19.1545,0.021,-0.007,329.909,3
2025-12-09T02:43:15.000Z,37.498676907,-121.949928722,19.2014,0.031,-0.012,96.3744,3
2025-12-09T02:43:15.000Z,37.498676907,-121.949928722,19.2014,0.031,-0.012,96.3744,3
2025-12-09T02:43:15.100Z,37.498676953,-121.949928639,19.244,0.033,-0.01,11.071,3
2025-12-09T02:43:15.100Z,37.498676953,-121.949928639,19.244,0.033,-0.01,11.071,3
2025-12-09T02:43:15.300Z,37.498676927,-121.949928555,19.2806,0.046,-0.006,135.0075,3
2025-12-09T02:43:15.300Z,37.498676927,-121.949928555,19.2806,0.046,-0.006,135.0075,3
2025-12-09T02:43:15.400Z,37.498676944,-121.949928567,19.3274,0.027,-0.013,69.211,3
2025-12-09T02:43:15.400Z,37.498676944,-121.949928567,19.3274,0.027,-0.013,69.211,3
2025-12-09T02:43:15.500Z,37.498676843,-121.94992852,19.3749,0.017,0.005,191.071,3
2025-12-09T02:43:15.500Z,37.498676843,-121.94992852,19.3749,0.017,0.005,191.071,3
2025-12-09T02:43:15.600Z,37.498676893,-121.9499284,19.4006,0.029,-0.005,355.92,3
2025-12-09T02:43:15.600Z,37.498676893,-121.9499284,19.4006,0.029,-0.005,355.92,3
2025-12-09T02:43:15.600Z,37.498676893,-121.9499284,19.4006,0.029,-0.005,355.92,3
2025-12-09T02:43:15.700Z,37.498676767,-121.949928413,19.4353,0.05,-0.004,161.4212,3
2025-12-09T02:43:15.700Z,37.498676767,-121.949928413,19.4353,0.05,-0.004,161.4212,3
2025-12-09T02:43:15.800Z,37.49867677,-121.949928233,19.4676,0.044,-0.011,40.186,3
2025-12-09T02:43:15.800Z,37.49867677,-121.949928233,19.4676,0.044,-0.011,40.186,3
2025-12-09T02:43:15.900Z,37.498676669,-121.949928186,19.5151,0.024,0.001,7.5006,3
2025-12-09T02:43:15.900Z,37.498676669,-121.949928186,19.5151,0.024,0.001,7.5006,3
2025-12-09T02:43:16.000Z,37.498676572,-121.949928102,19.5456,0.044,0.001,207.5629,3
2025-12-09T02:43:16.000Z,37.498676572,-121.949928102,19.5456,0.044,0.001,207.5629,3
2025-12-09T02:43:16.100Z,37.498676496,-121.949928138,19.5565,0.034,-0.017,221.5953,3
2025-12-09T02:43:16.100Z,37.498676496,-121.949928138,19.5565,0.034,-0.017,221.5953,3
2025-12-09T02:43:16.200Z,37.498676424,-121.949927995,19.5998,0.022,-0.002,86.7159,3
2025-12-09T02:43:16.200Z,37.498676424,-121.949927995,19.5998,0.022,-0.002,86.7159,3
2025-12-09T02:43:16.300Z,37.498676319,-121.949928127,19.615,0.033,0.0,247.9843,3
2025-12-09T02:43:16.300Z,37.498676319,-121.949928127,19.615,0.033,0.0,247.9843,3
2025-12-09T02:43:16.400Z,37.498676222,-121.949928043,19.6454,0.018,0.008,249.211,3
2025-12-09T02:43:16.400Z,37.498676222,-121.949928043,19.6454,0.018,0.008,249.211,3
2025-12-09T02:43:16.500Z,37.498676058,-121.949927923,19.6528,0.017,0.005,191.071,3
2025-12-09T02:43:16.500Z,37.498676058,-121.949927923,19.6528,0.017,0.005,191.071,3
2025-12-09T02:43:16.600Z,37.498675989,-121.949927744,19.6791,0.02,0.009,110.4464,3
2025-12-09T02:43:16.600Z,37.498675989,-121.949927744,19.6791,0.02,0.009,110.4464,3
2025-12-09T02:43:16.700Z,37.498675867,-121.94992772,19.6968,0.007,0.007,134.3068,3
2025-12-09T02:43:16.700Z,37.498675867,-121.94992772,19.6968,0.007,0.007,134.3068,3
2025-12-09T02:43:16.800Z,37.49867577,-121.949927637,19.7273,0.01,0.01,299.0463,3
2025-12-09T02:43:16.800Z,37.49867577,-121.949927637,19.7273,0.01,0.01,299.0463,3
2025-12-09T02:43:16.900Z,37.49867572,-121.949927613,19.751,0.022,0.012,174.4217,3
2025-12-09T02:43:16.900Z,37.49867572,-121.949927613,19.751,0.022,0.012,174.4217,3
2025-12-09T02:43:17.000Z,37.498675597,-121.949927589,19.7687,0.009,0.011,200.8451,3
